trades_count,buy_count,sell_count,total_volume,t0_profit,date,closing_price,symbol,stock_name
4,3,1,53197.14863283316,91826.55434291964,2024-04-26,7.42,SH600000,浦发银行
4,1,3,50295.48598013328,94478.4448244989,2024-04-29,7.42,SH600000,浦发银行
5,1,4,60758.74333135743,96420.90612990626,2024-04-30,7.7,SH600000,浦发银行
3,1,2,38035.9612724758,97389.9769459505,2024-05-06,7.85,SH600000,浦发银行
5,2,3,65698.47856154901,98287.03977938264,2024-05-07,7.82,SH600000,浦发银行
3,1,2,36499.1547564162,98287.03977938264,2024-05-08,7.8,SH600000,浦发银行
2,2,0,23820.500998924177,98287.03977938264,2024-05-09,7.8,SH600000,浦发银行
4,2,2,54402.950668510864,99134.12922152189,2024-05-10,7.94,SH600000,浦发银行
4,1,3,54067.647428643206,100401.9772034155,2024-05-13,7.96,SH600000,浦发银行
3,1,2,40550.7355714824,100401.9772034155,2024-05-14,7.88,SH600000,浦发银行
2,1,1,26894.114031043508,100401.9772034155,2024-05-15,7.89,SH600000,浦发银行
3,1,2,36307.053941908685,101148.52976219836,2024-05-16,8.02,SH600000,浦发银行
5,3,2,69156.29322268319,102525.08577879584,2024-05-17,8.16,SH600000,浦发银行
3,1,2,37344.39834024885,103570.84788114711,2024-05-20,8.32,SH600000,浦发银行
2,0,2,26848.9138393947,103570.84788114711,2024-05-21,8.42,SH600000,浦发银行
4,2,2,51716.88014913711,104503.27045616668,2024-05-22,8.53,SH600000,浦发银行
5,1,4,67773.1673582297,106124.440580648,2024-05-23,8.52,SH600000,浦发银行
6,3,3,76071.92254495146,108216.85901690216,2024-05-24,8.44,SH600000,浦发银行
4,2,2,53019.82480405703,109267.07340141114,2024-05-27,8.54,SH600000,浦发银行
2,2,0,32849.239280774535,109267.07340141114,2024-05-28,8.54,SH600000,浦发银行
4,2,2,52133.205660176514,109267.07340141114,2024-05-29,8.49,SH600000,浦发银行
4,2,2,48773.38574652391,109267.07340141114,2024-05-30,8.4,SH600000,浦发银行
3,2,1,36972.018299819145,109743.2581019112,2024-05-31,8.34,SH600000,浦发银行
4,2,2,48132.78008298761,110075.25395253362,2024-06-03,8.28,SH600000,浦发银行
2,0,2,22374.0948661622,110075.25395253362,2024-06-04,8.32,SH600000,浦发银行
2,1,1,29391.424619640504,110075.25395253362,2024-06-05,8.29,SH600000,浦发银行
3,2,1,38035.96127247602,110437.15575059726,2024-06-06,8.25,SH600000,浦发银行
6,3,3,76936.37621023544,112014.2615597259,2024-06-07,8.31,SH600000,浦发银行
3,2,1,38035.961272475695,112014.2615597259,2024-06-11,8.15,SH600000,浦发银行
3,1,2,42646.38082065455,112014.2615597259,2024-06-12,8.11,SH600000,浦发银行
3,1,2,35730.7514983866,112014.2615597259,2024-06-13,8.13,SH600000,浦发银行
6,2,4,78541.79016004746,113271.27993554094,2024-06-14,8.14,SH600000,浦发银行
4,2,2,52133.20566017671,113926.05278371628,2024-06-17,8.1,SH600000,浦发银行
2,0,2,29331.807125482926,113926.05278371628,2024-06-18,8.09,SH600000,浦发银行
4,2,2,52810.26027914001,115525.78684633416,2024-06-19,8.22,SH600000,浦发银行
2,1,1,27662.517289073432,115525.78684633416,2024-06-20,8.2,SH600000,浦发银行
2,0,2,23261.662265811567,115525.78684633416,2024-06-21,8.17,SH600000,浦发银行
6,2,4,78199.80849026499,116632.2838140967,2024-06-24,8.15,SH600000,浦发银行
2,1,1,25357.30751498392,117025.18422903448,2024-06-25,8.2,SH600000,浦发银行
2,1,1,27662.517289073185,117025.18422903448,2024-06-26,8.21,SH600000,浦发银行
5,2,3,62850.86648767383,119495.28633626738,2024-06-27,8.22,SH600000,浦发银行
4,1,3,55325.03457814682,120886.6740725514,2024-06-28,8.23,SH600000,浦发银行
2,2,0,23820.50099892445,120886.6740725514,2024-07-01,8.28,SH600000,浦发银行
3,1,2,38035.96127247589,122726.71531019294,2024-07-02,8.53,SH600000,浦发银行
5,1,4,64545.8736745045,123962.2639501192,2024-07-03,8.53,SH600000,浦发银行
4,3,1,51636.69893960359,124386.72545311594,2024-07-04,8.5,SH600000,浦发银行
4,2,2,52558.78284923925,124386.72545311594,2024-07-05,8.34,SH600000,浦发银行
7,3,4,86774.68221036681,127198.33317227552,2024-07-08,8.43,SH600000,浦发银行
4,2,2,50899.031811894885,128866.19817919115,2024-07-09,8.64,SH600000,浦发银行
2,2,0,24896.26556016583,128866.19817919115,2024-07-10,8.69,SH600000,浦发银行
2,2,0,21611.3416320885,128866.19817919115,2024-07-11,8.6,SH600000,浦发银行
2,0,2,20746.88796680508,128866.19817919115,2024-07-12,8.84,SH600000,浦发银行
3,1,2,43065.50987048904,129751.01900152236,2024-07-15,8.88,SH600000,浦发银行
4,3,1,50005.31971486355,130319.74226995515,2024-07-16,8.86,SH600000,浦发银行
4,2,2,57399.72337482706,132170.23189651116,2024-07-17,9.04,SH600000,浦发银行
3,2,1,39353.22400052688,132477.5838691121,2024-07-18,8.77,SH600000,浦发银行
3,2,1,34578.146611341675,132809.50814297103,2024-07-19,8.73,SH600000,浦发银行
3,2,1,36718.69854442461,132809.50814297103,2024-07-22,8.58,SH600000,浦发银行
3,1,2,37171.50760719243,132809.50814297103,2024-07-23,8.59,SH600000,浦发银行
6,4,2,81391.63740823479,134053.5495303527,2024-07-24,8.55,SH600000,浦发银行
6,2,4,76603.89403127992,135171.8477535679,2024-07-25,8.52,SH600000,浦发银行
4,2,2,49970.99897380981,135171.8477535679,2024-07-26,8.33,SH600000,浦发银行
3,1,2,36554.04070341825,136925.79163817567,2024-07-29,8.53,SH600000,浦发银行
4,3,1,55325.03457814652,137415.48232093686,2024-07-30,8.39,SH600000,浦发银行
5,2,3,68841.94643530711,138541.7334211506,2024-07-31,8.4,SH600000,浦发银行
4,2,2,50005.31971486331,140212.04249658415,2024-08-01,8.57,SH600000,浦发银行
5,2,3,62240.663900415006,141128.03419782897,2024-08-02,8.47,SH600000,浦发银行
6,4,2,79529.73720608567,141384.00376905993,2024-08-05,8.38,SH600000,浦发银行
4,2,2,52005.53250345778,141384.00376905993,2024-08-06,8.24,SH600000,浦发银行
5,3,2,64315.35269709554,143236.60450672705,2024-08-07,8.31,SH600000,浦发银行
4,2,2,52558.78284923935,144662.34263489672,2024-08-08,8.38,SH600000,浦发银行
3,1,2,39922.04199673088,146565.3666509913,2024-08-09,8.53,SH600000,浦发银行
5,2,3,66230.45004787724,148691.66678930385,2024-08-12,8.58,SH600000,浦发银行
4,2,2,52133.20566017652,149676.63380707172,2024-08-13,8.59,SH600000,浦发银行
4,3,1,51552.87312963652,150091.50178142104,2024-08-14,8.57,SH600000,浦发银行
2,0,2,21771.425644178045,150091.50178142104,2024-08-15,8.74,SH600000,浦发银行
4,2,2,55325.034578146624,151351.26319220944,2024-08-16,8.85,SH600000,浦发银行
4,2,2,53141.15163427245,152330.72704894672,2024-08-19,9.02,SH600000,浦发银行
4,2,2,53141.15163427245,152330.72704894672,2024-08-20,8.91,SH600000,浦发银行
5,3,2,62734.63742343416,153906.73409630233,2024-08-21,8.96,SH600000,浦发银行
4,1,3,53480.86675887495,155348.9198962101,2024-08-22,9.01,SH600000,浦发银行
6,2,4,80023.71072910505,156577.59505922138,2024-08-23,9.0,SH600000,浦发银行
3,2,1,41290.37507119024,156577.59505922138,2024-08-26,8.88,SH600000,浦发银行
3,1,2,39293.34842197911,156577.59505922138,2024-08-27,8.88,SH600000,浦发银行
2,2,0,22722.782058881683,156577.59505922138,2024-08-28,8.82,SH600000,浦发银行
2,2,0,28854.867172222992,156577.59505922138,2024-08-29,8.55,SH600000,浦发银行
6,3,3,75495.62010142925,156894.50723072898,2024-08-30,8.43,SH600000,浦发银行
2,0,2,25208.584303752265,156894.50723072898,2024-09-02,8.39,SH600000,浦发银行
3,2,1,36149.88054822085,156894.50723072898,2024-09-03,8.25,SH600000,浦发银行
2,1,1,25842.614835844837,157634.64372341297,2024-09-04,8.32,SH600000,浦发银行
5,2,3,64161.67204548951,157912.3823126246,2024-09-05,8.32,SH600000,浦发银行
2,2,0,32245.1632255162,157912.3823126246,2024-09-06,8.43,SH600000,浦发银行
5,2,3,66159.52051636681,158968.5883983784,2024-09-09,8.38,SH600000,浦发银行
3,2,1,35072.12013436086,158968.5883983784,2024-09-11,8.25,SH600000,浦发银行
4,2,2,50555.63504554772,160014.64529731483,2024-09-12,8.47,SH600000,浦发银行
3,2,1,37459.658828953456,160014.64529731483,2024-09-13,8.35,SH600000,浦发银行
4,2,2,49177.808513908094,160014.64529731483,2024-09-18,8.32,SH600000,浦发银行
5,2,3,61188.28552528712,161483.41251121825,2024-09-19,8.52,SH600000,浦发银行
5,2,3,60758.74333135739,161755.92288466223,2024-09-20,8.51,SH600000,浦发银行
4,2,2,52413.19065298106,163719.5499502515,2024-09-23,8.63,SH600000,浦发银行
4,2,2,44886.34880868497,164891.59841185017,2024-09-24,9.09,SH600000,浦发银行
4,2,2,47808.04618437671,165929.87160927634,2024-09-25,9.49,SH600000,浦发银行
7,3,4,88300.77927335296,170825.37611286913,2024-09-26,9.84,SH600000,浦发银行
7,3,4,84428.30797602577,173894.30419032418,2024-09-27,9.87,SH600000,浦发银行
9,5,4,109399.37023630862,179345.8693296668,2024-09-30,10.13,SH600000,浦发银行
10,7,3,110223.17845738774,181203.17556397856,2024-10-08,10.5,SH600000,浦发银行
4,2,2,49792.53112033195,181203.17556397856,2024-10-09,9.91,SH600000,浦发银行
6,2,4,68056.07946686787,182906.37592862084,2024-10-10,10.31,SH600000,浦发银行
7,4,3,85739.69006689815,185959.94481675705,2024-10-11,10.16,SH600000,浦发银行
8,4,4,99301.34411462216,192877.05851679604,2024-10-14,10.4,SH600000,浦发银行
10,6,4,116811.26618885962,196174.91215693185,2024-10-15,10.25,SH600000,浦发银行
2,0,2,20300.71833311018,196174.91215693185,2024-10-16,10.34,SH600000,浦发银行
9,6,3,111979.9978721142,199235.30528386025,2024-10-17,10.22,SH600000,浦发银行
6,2,4,69784.98679743492,200649.0034690314,2024-10-18,10.15,SH600000,浦发银行
7,3,4,88934.99308437078,202992.7683376344,2024-10-21,10.16,SH600000,浦发银行
4,2,2,50005.31971486339,202992.7683376344,2024-10-22,10.13,SH600000,浦发银行
4,1,3,56138.638027825225,205182.61131216865,2024-10-23,10.18,SH600000,浦发银行
2,1,1,25933.609958506266,205182.61131216865,2024-10-24,10.14,SH600000,浦发银行
4,2,2,53197.1486328335,205182.61131216865,2024-10-25,10.08,SH600000,浦发银行
2,2,0,29619.770870847417,205182.61131216865,2024-10-28,10.06,SH600000,浦发银行
4,2,2,48665.5396752216,205182.61131216865,2024-10-29,9.99,SH600000,浦发银行
4,2,2,46104.19548178877,205452.59609778412,2024-10-30,9.94,SH600000,浦发银行
7,4,3,94618.3830001258,206409.42350044145,2024-10-31,9.84,SH600000,浦发银行
4,2,2,47780.7116811267,207236.80121954117,2024-11-01,9.94,SH600000,浦发银行
7,3,4,92496.54218533888,210269.195756194,2024-11-04,9.99,SH600000,浦发银行
2,2,0,33163.58606815039,210269.195756194,2024-11-05,10.06,SH600000,浦发银行
5,3,2,68188.1051175658,211391.37058330324,2024-11-06,9.95,SH600000,浦发银行
7,3,4,88366.37467342867,216459.50874220903,2024-11-07,10.28,SH600000,浦发银行
4,2,2,51972.00217947106,216459.50874220903,2024-11-08,10.06,SH600000,浦发银行
3,2,1,35401.435816373574,216459.50874220903,2024-11-11,9.72,SH600000,浦发银行
5,3,2,71749.65421853392,217637.94235216756,2024-11-12,9.66,SH600000,浦发银行
4,3,1,54633.471645919686,217891.13184041096,2024-11-13,9.63,SH600000,浦发银行
2,2,0,32911.7299071806,217891.13184041096,2024-11-14,9.65,SH600000,浦发银行
6,3,3,76071.92254495173,220420.96863155905,2024-11-15,9.54,SH600000,浦发银行
4,2,2,41493.775933610006,220420.96863155905,2024-11-18,9.83,SH600000,浦发银行
9,6,3,109497.46426924843,223073.85629100268,2024-11-19,9.79,SH600000,浦发银行
2,1,1,26279.391424619516,223073.85629100268,2024-11-20,9.71,SH600000,浦发银行
2,1,1,29391.424619640504,223073.85629100268,2024-11-21,9.72,SH600000,浦发银行
3,2,1,35174.32155291654,223073.85629100268,2024-11-22,9.48,SH600000,浦发银行
2,2,0,21207.92992162286,223073.85629100268,2024-11-25,9.33,SH600000,浦发银行
4,3,1,51069.26268752021,223436.9060835338,2024-11-26,9.31,SH600000,浦发银行
4,2,2,46104.19548178882,224386.47193569303,2024-11-27,9.43,SH600000,浦发银行
3,1,2,36060.06718039917,225268.73795690096,2024-11-28,9.44,SH600000,浦发银行
2,2,0,23261.662265811698,225268.73795690096,2024-11-29,9.46,SH600000,浦发银行
4,2,2,51373.246393993206,226241.95174864173,2024-12-02,9.49,SH600000,浦发银行
4,2,2,49562.01014292293,227446.79960479663,2024-12-03,9.65,SH600000,浦发银行
4,2,2,51115.52107763552,229235.1846550101,2024-12-04,9.75,SH600000,浦发银行
4,2,2,50714.61502996795,229235.1846550101,2024-12-05,9.64,SH600000,浦发银行
7,4,3,88750.57630244362,230803.9114108116,2024-12-06,9.7,SH600000,浦发银行
2,1,1,28815.12217611811,230803.9114108116,2024-12-09,9.66,SH600000,浦发银行
10,5,5,117033.72699223342,232690.98769552272,2024-12-10,9.8,SH600000,浦发银行
3,2,1,36060.06718039906,232690.98769552272,2024-12-11,9.63,SH600000,浦发银行
4,2,2,49912.802934632295,233920.1893913553,2024-12-12,9.82,SH600000,浦发银行
10,6,4,124795.6745882057,235697.6098616181,2024-12-13,9.66,SH600000,浦发银行
3,1,2,36972.01829981916,235697.6098616181,2024-12-16,9.64,SH600000,浦发银行
5,2,3,61223.65958831676,236002.03993240165,2024-12-18,9.54,SH600000,浦发银行
2,2,0,22874.773912118253,236002.03993240165,2024-12-19,9.53,SH600000,浦发银行
5,3,2,63393.26878745966,237554.0815798582,2024-12-20,9.58,SH600000,浦发银行
4,2,2,52087.93149112736,239458.92928887205,2024-12-23,9.93,SH600000,浦发银行
2,0,2,25357.30751498384,239458.92928887205,2024-12-24,10.13,SH600000,浦发银行
7,2,5,93360.99585062232,245243.30787018008,2024-12-25,10.35,SH600000,浦发银行
6,3,3,82358.85829246811,247833.5492885128,2024-12-26,10.34,SH600000,浦发银行
5,2,3,61344.19343271343,249174.593292406,2024-12-27,10.36,SH600000,浦发银行
5,1,4,65334.498070903406,250967.75992267465,2024-12-30,10.47,SH600000,浦发银行
