date,equity,holdings,cash,cummax,drawdown,symbol,stock_name
2023-01-03,1000745.4727775684,69156.29322268326,500745.4727775682,1000745.4727775684,0.0,SH600000,浦发银行
2023-01-04,1007097.976235383,69156.29322268326,501565.4727775682,1007097.976235383,0.0,SH600000,浦发银行
2023-01-05,1009324.1257666572,69156.29322268326,501025.370579935,1009324.1257666572,0.0,SH600000,浦发银行
2023-01-06,1008583.7078650566,69156.29322268326,500976.51561056136,1009324.1257666572,0.0007335779287333,SH600000,浦发银行
2023-01-09,1008639.0328996348,69156.29322268326,501031.8406451396,1009324.1257666572,0.0006787639862487,SH600000,浦发银行
2023-01-10,1003564.3253319605,69156.29322268326,500106.5106708262,1009324.1257666572,0.0057065914582411,SH600000,浦发银行
2023-01-11,1005226.915729115,69156.29322268326,500385.97520352725,1009324.1257666572,0.0040593600538676,SH600000,浦发银行
2023-01-12,1002617.320677632,69156.29322268326,499851.0689487248,1009324.1257666572,0.0066448476934312,SH600000,浦发银行
2023-01-13,1006884.3973423227,69156.29322268326,499277.2050878276,1009324.1257666572,0.002417190238548,SH600000,浦发银行
2023-01-16,1006234.4664986162,69156.29322268326,499318.8371763478,1009324.1257666572,0.0030611170278864,SH600000,浦发银行
2023-01-17,1004391.3944223904,69156.29322268326,499550.4538968026,1009324.1257666572,0.0048871628234585,SH600000,浦发银行
2023-01-18,1005376.041725295,69156.29322268306,499843.5382674819,1009324.1257666572,0.0039116116820879,SH600000,浦发银行
2023-01-19,1007098.5847009916,69156.29322268326,500182.9553787233,1009324.1257666572,0.0022049815404689,SH600000,浦发银行
2023-01-20,1009168.0591131632,69156.29322268326,500177.7409942144,1009324.1257666572,0.0001546249113734,SH600000,浦发银行
2023-01-30,1011785.84611178,69156.29322268326,500029.2762639239,1011785.84611178,0.0,SH600000,浦发银行
2023-01-31,1008604.653165722,69156.29322268326,498922.7721145463,1011785.84611178,0.0031441366355174,SH600000,浦发银行
2023-02-01,1008170.580847998,69156.29322268326,499180.2627290493,1011785.84611178,0.0035731526366721,SH600000,浦发银行
2023-02-02,1008224.4536004186,69156.29322268326,499234.1354814698,1011785.84611178,0.0035199074241328,SH600000,浦发银行
2023-02-03,1003109.9169475832,69156.29322268326,500343.6652186759,1011785.84611178,0.0085748671001257,SH600000,浦发银行
2023-02-06,1001951.4907472276,69156.29322268326,500568.364882774,1011785.84611178,0.0097197993056981,SH600000,浦发银行
2023-02-07,1001255.5709685278,69156.29322268326,500564.00803630095,1011785.84611178,0.0104076126224925,SH600000,浦发银行
2023-02-08,1000291.9789906576,69156.29322268326,500291.9789906578,1011785.84611178,0.0113599801433202,SH600000,浦发银行
2023-02-09,1002661.8498989104,69156.29322268326,500587.16110223,1011785.84611178,0.0090177148137943,SH600000,浦发银行
2023-02-10,1001157.795957002,69156.29322268326,500466.2330247749,1011785.84611178,0.0105042486961257,SH600000,浦发银行
2023-02-13,1000148.4114480114,69156.29322268326,500148.41144801135,1011785.84611178,0.0115018753311191,SH600000,浦发银行
2023-02-14,1000629.6839238068,69156.29322268326,499938.12099157984,1011785.84611178,0.0110262089856718,SH600000,浦发银行
2023-02-15,997974.7511042058,69156.29322268326,500049.4399008863,1011785.84611178,0.0136502156663381,SH600000,浦发银行
2023-02-16,997659.8479230164,69156.29322268326,500426.0996519236,1011785.84611178,0.0139614506795572,SH600000,浦发银行
2023-02-17,994412.2706984888,69156.29322268326,501327.9000207572,1011785.84611178,0.017171198312426,SH600000,浦发银行
2023-02-20,1004631.4803408522,69156.29322268326,502556.7915441716,1011785.84611178,0.0070710277262936,SH600000,浦发银行
2023-02-21,1006978.257657588,69156.2932226831,502828.8800642281,1011785.84611178,0.0047515869812443,SH600000,浦发银行
2023-02-22,1003806.1359425118,69156.29322268326,503114.573010285,1011785.84611178,0.0078867580525401,SH600000,浦发银行
2023-02-23,1002641.1124293722,69156.29322268326,502641.11242937215,1011785.84611178,0.0090382107217158,SH600000,浦发银行
2023-02-24,999289.5376417808,69156.29322268326,502747.3523029151,1011785.84611178,0.0123507444960033,SH600000,浦发银行
2023-02-27,997268.965027673,69156.29322268326,502109.9055532609,1011785.84611178,0.0143477803528229,SH600000,浦发银行
