time,type,price,volume,value,transaction_cost,net_value,holdings_after,cash_after,is_t0_trade,signal_strength,is_forced_adjustment,adjustment_reason,cash_change,holdings_change,reason,delay_reason,symbol,stock_name
2024-05-27 10:04:00,buy,8.54,9900.0,84545.99999999999,118.36439999999997,-84664.36439999999,107624.7191011236,185570.20445618007,True,1.409090909090912,,,,,,,SH600000,浦发银行
2024-05-27 14:50:00,sell,8.55,37400.0,319770.0,447.678,319322.322,70224.7191011236,504892.52645618,,,True,force_balance_1450,,,,,SH600000,浦发银行
2024-05-28 09:40:00,buy,8.57,9400.0,80558.0,112.7812,-80670.7812,79624.7191011236,424221.74525618006,True,1.3333333333333384,,,,,,,SH600000,浦发银行
2024-05-28 09:47:00,buy,8.54,12900.0,110165.99999999999,154.23239999999998,-110320.23239999998,92524.7191011236,313901.5128561801,True,1.8333333333333235,,,,,,,SH600000,浦发银行
2024-05-28 10:24:00,sell,8.59,12900.0,110811.0,155.1354,110655.8646,79624.7191011236,424557.37745618005,True,1.8333333333333235,,,,,,,SH600000,浦发银行
2024-05-28 14:50:00,sell,8.56,9400.0,80464.0,112.64959999999999,80351.3504,70224.7191011236,504908.72785618005,,,True,force_balance_1450,,,,,SH600000,浦发银行
2024-05-29 09:46:00,sell,8.52,13200.0,112464.0,157.4496,112306.5504,57024.7191011236,617215.27825618,True,1.8846153846153741,,,,,,,SH600000,浦发银行
2024-05-29 09:52:00,sell,8.55,14300.0,122265.00000000001,171.17100000000002,122093.82900000001,42724.7191011236,739309.10725618,True,2.0384615384615508,,,,,,,SH600000,浦发银行
2024-05-29 13:03:00,buy,8.5,11100.0,94350.0,132.09,-94482.09,53824.7191011236,644827.01725618,True,1.5769230769230749,,,,,,,SH600000,浦发银行
2024-05-29 13:17:00,buy,8.47,14300.0,121121.00000000001,169.56940000000003,-121290.56940000001,68124.7191011236,523536.44785618,True,2.0384615384615237,,,,,,,SH600000,浦发银行
2024-05-29 14:50:00,buy,8.48,2100.0,17808.0,24.9312,-17832.9312,70224.7191011236,505703.51665618,,,True,force_balance_1450,,,,,SH600000,浦发银行
2024-05-30 09:42:00,sell,8.51,13900.0,118289.0,165.6046,118123.3954,56324.7191011236,623826.9120561801,True,1.973684210526312,,,,,,,SH600000,浦发银行
2024-05-30 09:53:00,sell,8.48,12400.0,105152.0,147.2128,105004.7872,43924.7191011236,728831.6992561801,True,1.763157894736844,,,,,,,SH600000,浦发银行
2024-05-30 13:12:00,buy,8.43,11600.0,97788.0,136.9032,-97924.9032,55524.7191011236,630906.79605618,True,1.6578947368421102,,,,,,,SH600000,浦发银行
2024-05-30 13:23:00,buy,8.4,14600.0,122640.0,171.696,-122811.696,70124.7191011236,508095.10005618003,True,2.078947368421046,,,,,,,SH600000,浦发银行
2024-05-30 14:50:00,buy,8.39,100.0,839.0,1.1746,-840.1746,70224.7191011236,507254.92545618,,,True,force_balance_1450,,,,,SH600000,浦发银行
2024-05-31 09:40:00,sell,8.41,12200.0,102602.0,143.6428,102458.3572,58024.7191011236,609713.28265618,True,1.7307692307692413,,,,,,,SH600000,浦发银行
2024-05-31 09:54:00,buy,8.35,14300.0,119405.0,167.167,-119572.167,72324.7191011236,490141.11565617996,True,2.0384615384615445,,,,,,,SH600000,浦发银行
2024-05-31 14:50:00,delay_balance,8.34,0.0,0.0,0.0,,,,,,,,0.0,0.0,delayed_force_balance_1450,价格在日内低位(15.4%)，延迟卖出,SH600000,浦发银行
