date,equity,holdings,cash,cummax,drawdown,symbol,stock_name
2024-05-20,1091531.72111236,35112.3595505618,799396.8896516858,1091531.72111236,0.0,SH600000,浦发银行
2024-05-21,1096360.6662674162,35112.3595505618,800714.5988516859,1096360.6662674162,0.0,SH600000,浦发银行
2024-05-22,1102519.9553887644,70224.7191011236,503503.1014561802,1102519.9553887644,0.0,SH600000,浦发银行
2024-05-23,1101622.1231977532,106124.7191011236,197439.5164561802,1102519.9553887644,0.0008143455241992254,SH600000,浦发银行
2024-05-24,1095743.0080696633,87824.7191011236,354502.37885618006,1102519.9553887644,0.0061467797348950725,SH600000,浦发银行
2024-05-27,1104611.6275797756,70224.7191011236,504892.52645618,1104611.6275797756,0.0,SH600000,浦发银行
2024-05-28,1104627.8289797755,70224.7191011236,504908.72785618005,1104627.8289797755,0.0,SH600000,浦发银行
2024-05-29,1101911.3818247193,70224.7191011236,505703.51665618,1104627.8289797755,0.0024591514750856628,SH600000,浦发银行
2024-05-30,1097142.5659056182,70224.7191011236,507254.92545618,1104627.8289797755,0.006776276025084953,SH600000,浦发银行
2024-05-31,1093329.2729595508,72324.7191011236,490141.11565617996,1104627.8289797755,0.010228382559092274,SH600000,浦发银行
2024-06-03,1089757.7180134833,70224.7191011236,508297.04385617987,1104627.8289797755,0.013461647965203006,SH600000,浦发银行
2024-06-04,1093369.9267775281,70224.7191011236,509100.2638561799,1104627.8289797755,0.010191579378047272,SH600000,浦发银行
2024-06-05,1091457.9256044945,70224.7191011236,509295.00425617985,1104627.8289797755,0.01192248016007765,SH600000,浦发银行
2024-06-06,1089069.7608404495,70224.7191011236,509715.82825617987,1104627.8289797755,0.014084443403617085,SH600000,浦发银行
2024-06-07,1093564.0081865168,70224.7191011236,509996.5924561798,1104627.8289797755,0.01001588091753688,SH600000,浦发银行
2024-06-11,1082713.7583303372,77424.7191011236,451702.29765617975,1104627.8289797755,0.019838419850129928,SH600000,浦发银行
2024-06-12,1079478.681766292,70224.7191011236,509956.20985617966,1104627.8289797755,0.02276707733926185,SH600000,浦发银行
2024-06-13,1081090.4847483146,83924.7191011236,398782.51845617965,1104627.8289797755,0.021307940660158658,SH600000,浦发银行
2024-06-14,1084303.1721393256,70224.7191011236,512673.9586561796,1104627.8289797755,0.01839955169264708,SH600000,浦发银行
2024-06-17,1082270.1787752807,70224.7191011236,513449.9540561796,1104627.8289797755,0.02023998456126545,SH600000,浦发银行
2024-06-18,1083304.8623842695,70224.7191011236,515186.88485617953,1104627.8289797755,0.019303303824238942,SH600000,浦发银行
2024-06-19,1094117.7868674155,66124.7191011236,550572.5958561795,1104627.8289797755,0.009514554890462058,SH600000,浦发银行
2024-06-20,1093108.671685393,70224.7191011236,517265.97505617945,1104627.8289797755,0.010428088983618642,SH600000,浦发银行
2024-06-21,1091784.0853123593,70224.7191011236,518048.13025617943,1104627.8289797755,0.011627213555970831,SH600000,浦发银行
2024-06-24,1090760.5259303367,50924.7191011236,675724.0652561794,1104627.8289797755,0.012553823727441833,SH600000,浦发银行
2024-06-25,1092211.383274157,70224.7191011236,516368.68664494343,1104627.8289797755,0.011240388282708933,SH600000,浦发银行
2024-06-26,1093175.0552651682,70224.7191011236,516630.11144494347,1104627.8289797755,0.010367993105139337,SH600000,浦发银行
2024-06-27,1094460.1124561795,70224.7191011236,517212.92144494347,1104627.8289797755,0.009204653600830334,SH600000,浦发银行
2024-06-28,1093791.9464471908,70224.7191011236,515842.5082449436,1104627.8289797755,0.009809532449126,SH600000,浦发银行
2024-07-01,1097372.010202247,70224.7191011236,515911.3360449435,1104627.8289797755,0.006568564169010662,SH600000,浦发银行
2024-07-02,1114400.2723775278,59924.7191011236,603242.4184449435,1114400.2723775278,0.0,SH600000,浦发银行
2024-07-03,1114629.210577528,70224.7191011236,515612.3566449436,1114629.210577528,0.0,SH600000,浦发银行
2024-07-04,1113661.2132044942,70224.7191011236,516751.10084494366,1114629.210577528,0.0008684478783148233,SH600000,浦发银行
2024-07-05,1103565.1713483145,70224.7191011236,517891.0140449438,1114629.210577528,0.00992620606406038,SH600000,浦发银行
2024-07-08,1108972.9386674156,44524.7191011236,733629.5566449438,1114629.210577528,0.005074577138689592,SH600000,浦发银行
2024-07-09,1122720.4468786516,55724.7191011236,641258.8738449437,1122720.4468786516,0.0,SH600000,浦发银行
2024-07-10,1125290.9669011235,70224.7191011236,515038.15791235946,1125290.9669011235,0.0,SH600000,浦发银行
2024-07-11,1117368.8137820223,91324.7191011236,331976.2295123595,1125290.9669011235,0.0070400930533705145,SH600000,浦发银行
2024-07-12,1136684.8943662923,70224.7191011236,515898.3775123595,1136684.8943662923,0.0,SH600000,浦发银行
2024-07-15,1140731.760330337,70224.7191011236,517136.25471235946,1140731.760330337,0.0,SH600000,浦发银行
2024-07-16,1140496.1053483146,70224.7191011236,518305.0941123595,1140731.760330337,0.00020658229236488834,SH600000,浦发银行
2024-07-17,1153144.0923865167,56224.7191011236,644872.6317123595,1153144.0923865167,0.0,SH600000,浦发银行
2024-07-18,1139061.9952292135,61424.7191011236,600367.2087123595,1153144.0923865167,0.012211914582295874,SH600000,浦发银行
2024-07-19,1136743.2134651686,42124.7191011236,768994.4157123596,1153144.0923865167,0.014222748943200417,SH600000,浦发银行
2024-07-22,1129796.4755348316,70224.7191011236,527268.3856471912,1153144.0923865167,0.020246920576391703,SH600000,浦发银行
2024-07-23,1131040.401925843,70224.7191011236,527810.0648471912,1153144.0923865167,0.019168194683223453,SH600000,浦发银行
2024-07-24,1130090.791561798,70224.7191011236,529669.4432471911,1153144.0923865167,0.019991691391323244,SH600000,浦发银行
2024-07-25,1128415.767788764,67124.7191011236,556513.1610471911,1153144.0923865167,0.02144426248290928,SH600000,浦发银行
2024-07-26,1117137.8631595506,70224.7191011236,532165.953047191,1153144.0923865167,0.03122439724982557,SH600000,浦发银行
2024-07-29,1129006.5079797753,49624.7191011236,705707.654047191,1153144.0923865167,0.020931975948284935,SH600000,浦发银行
2024-07-30,1122407.4501056182,70224.7191011236,533222.0568471911,1153144.0923865167,0.02665464141370813,SH600000,浦发银行
2024-07-31,1123989.9024966294,70224.7191011236,534102.262047191,1153144.0923865167,0.025282347698240035,SH600000,浦发银行
2024-08-01,1133710.9167438203,50224.7191011236,703285.0740471911,1153144.0923865167,0.016852339417945637,SH600000,浦发银行
2024-08-02,1128987.6132337078,70224.7191011236,534184.242447191,1153144.0923865167,0.02094836136463682,SH600000,浦发银行
2024-08-05,1123674.7569146068,70224.7191011236,535191.6108471911,1153144.0923865167,0.02555564015501393,SH600000,浦发银行
2024-08-06,1116225.3398404494,70224.7191011236,537573.654447191,1153144.0923865167,0.032015732283431526,SH600000,浦发银行
2024-08-07,1122476.0053775283,70224.7191011236,538908.5896471911,1153144.0923865167,0.02659519067172136,SH600000,浦发银行
2024-08-08,1128639.457314607,70224.7191011236,540156.3112471912,1153144.0923865167,0.021250280198024173,SH600000,浦发银行
2024-08-09,1140191.864139326,35112.3595505618,840683.4371730338,1153144.0923865167,0.011232098688018454,SH600000,浦发银行
2024-08-12,1142800.3556224722,70224.7191011236,540272.2657348317,1153144.0923865167,0.008970029706033852,SH600000,浦发银行
2024-08-13,1143688.7402134836,70224.7191011236,540458.4031348317,1153144.0923865167,0.008199627640171682,SH600000,浦发银行
2024-08-14,1142824.9058314608,70224.7191011236,540999.0631348317,1153144.0923865167,0.008948739904394414,SH600000,浦发银行
2024-08-15,1152588.081678652,46224.7191011236,748584.0367348316,1153144.0923865167,0.0004821693243158064,SH600000,浦发银行
2024-08-16,1160037.4791797756,56724.7191011236,658023.7151348317,1160037.4791797756,0.0,SH600000,浦发银行
2024-08-19,1170000.7930269665,50924.7191011236,710659.8267348318,1170000.7930269665,0.0,SH600000,浦发银行
2024-08-20,1163912.7170584272,70224.7191011236,538210.469867416,1170000.7930269665,0.005203480206871127,SH600000,浦发银行
2024-08-21,1167107.1152134836,70224.7191011236,537893.632067416,1170000.7930269665,0.0024732272240573106,SH600000,浦发银行
2024-08-22,1171312.6251685396,70224.7191011236,538587.9060674158,1171312.6251685396,0.0,SH600000,浦发银行
2024-08-23,1171879.7729775282,65224.7191011236,584857.3010674157,1171879.7729775282,0.0,SH600000,浦发银行
2024-08-26,1162794.2588853934,70224.7191011236,539198.7532674158,1171879.7729775282,0.007752940448020686,SH600000,浦发银行
2024-08-27,1163912.7550853933,65024.7191011236,586493.2494674157,1171879.7729775282,0.00679849424475698,SH600000,浦发银行
2024-08-28,1161580.269539326,86324.7191011236,400196.2470674158,1171879.7729775282,0.008788873804036295,SH600000,浦发银行
2024-08-29,1137802.3171820226,95524.7191011236,321065.9688674158,1171879.7729775282,0.02907931050718717,SH600000,浦发银行
2024-08-30,1127476.2130898875,101924.7191011236,268250.83106741577,1171879.7729775282,0.03789088344346065,SH600000,浦发银行
2024-09-02,1122680.9243258429,111924.7191011236,183632.53106741578,1171879.7729775282,0.041982846522455264,SH600000,浦发银行
2024-09-03,1107309.8280516854,117624.7191011236,136905.89546741574,1171879.7729775282,0.05509946191987136,SH600000,浦发银行
2024-09-04,1115775.1121887641,70224.7191011236,531505.4492674158,1171879.7729775282,0.04787578221118411,SH600000,浦发银行
2024-09-05,1115969.4695887642,70224.7191011236,531699.8066674159,1171879.7729775282,0.04770993123868522,SH600000,浦发银行
2024-09-06,1124097.1506898878,70224.7191011236,532102.7686674158,1171879.7729775282,0.04077433828065281,SH600000,浦发银行
2024-09-09,1120216.8301348316,70224.7191011236,531733.6840674158,1171879.7729775282,0.04408553166800605,SH600000,浦发银行
2024-09-11,1112904.1478516855,79224.7191011236,459300.21526741586,1171879.7729775282,0.05032566180060994,SH600000,浦发银行
2024-09-12,1129997.902453933,70224.7191011236,535194.5316674159,1171879.7729775282,0.03573905061709634,SH600000,浦发银行
2024-09-13,1121663.6523617979,78124.7191011236,469322.24786741583,1171879.7729775282,0.04285091506284854,SH600000,浦发银行
2024-09-18,1118663.6435887641,70224.7191011236,534393.9806674159,1171879.7729775282,0.045410912122454135,SH600000,浦发银行
2024-09-19,1134879.341208989,54524.7191011236,670328.734467416,1171879.7729775282,0.0315735731785249,SH600000,浦发银行
2024-09-20,1135562.630417978,70224.7191011236,537950.270867416,1171879.7729775282,0.03099050209500173,SH600000,浦发银行
2024-09-23,1145389.650110113,61324.7191011236,616157.3242674161,1171879.7729775282,0.02260481277879618,SH600000,浦发银行
2024-09-24,1176745.4344966298,63924.7191011236,595669.7378674162,1176745.4344966298,0.0,SH600000,浦发银行
2024-09-25,1200355.8873370793,70224.7191011236,533923.3030674163,1200355.8873370793,0.0,SH600000,浦发银行
2024-09-26,1230167.0616224725,70224.7191011236,539155.8256674163,1230167.0616224725,0.0,SH600000,浦发银行
2024-09-27,1236158.2331955063,84224.7191011236,404860.2556674164,1236158.2331955063,0.0,SH600000,浦发银行
2024-09-30,1261610.9747617985,63624.7191011236,617092.5702674164,1261610.9747617985,0.0,SH600000,浦发银行
2024-10-08,1284522.277229214,81824.7191011236,425362.7266674163,1284522.277229214,0.0,SH600000,浦发银行
2024-10-09,1239770.510959551,82224.7191011236,424923.5446674161,1284522.277229214,0.034839229387438234,SH600000,浦发银行
2024-10-10,1276517.2824000004,70224.7191011236,552500.428467416,1284522.277229214,0.006231884780138598,SH600000,浦发银行
2024-10-11,1269360.9209348317,70224.7191011236,555877.774867416,1284522.277229214,0.011803108878022927,SH600000,浦发银行
2024-10-14,1289772.8131191013,64324.7191011236,620795.7344674158,1289772.8131191013,0.0,SH600000,浦发银行
2024-10-15,1283662.91245618,56612.3595505618,703386.2270629214,1289772.8131191013,0.004737191388106242,SH600000,浦发银行
2024-10-16,1287442.7954157304,35912.3595505618,916108.9976629214,1289772.8131191013,0.0018065334295085107,SH600000,浦发银行
2024-10-17,1280633.3174606743,70224.7191011236,562936.6882471911,1289772.8131191013,0.007086128320789038,SH600000,浦发银行
2024-10-18,1276348.9709235956,70224.7191011236,563568.0720471911,1289772.8131191013,0.010407912198926266,SH600000,浦发银行
2024-10-21,1278503.712114607,68924.7191011236,578228.5660471912,1289772.8131191013,0.008737275968193115,SH600000,浦发银行
2024-10-22,1278365.1593415732,70224.7191011236,566988.7548471912,1289772.8131191013,0.0088447001374921,SH600000,浦发银行
2024-10-23,1282371.1930966293,70224.7191011236,567483.5526471911,1289772.8131191013,0.005738700604622302,SH600000,浦发银行
2024-10-24,1278791.1369325845,70224.7191011236,566712.485247191,1289772.8131191013,0.008514426784946351,SH600000,浦发银行
2024-10-25,1274603.768386517,70224.7191011236,566738.599847191,1289772.8131191013,0.011761020683868013,SH600000,浦发银行
2024-10-28,1273922.2966044946,70224.7191011236,567461.622447191,1289772.8131191013,0.012289386435642827,SH600000,浦发银行
2024-10-29,1271266.9304674156,70224.7191011236,569721.986647191,1289772.8131191013,0.014348172378461237,SH600000,浦发银行
2024-10-30,1267571.3963123597,70224.7191011236,569537.688447191,1289772.8131191013,0.017213432149380772,SH600000,浦发银行
2024-10-31,1263863.7374022473,70224.7191011236,572852.501447191,1289772.8131191013,0.02008809261081979,SH600000,浦发银行
2024-11-01,1273355.5823123595,70224.7191011236,575321.8744471909,1289772.8131191013,0.012728777223206866,SH600000,浦发银行
2024-11-04,1277068.3778674155,60624.7191011236,671427.4340471909,1289772.8131191013,0.009850134165072237,SH600000,浦发银行
2024-11-05,1283109.6590044943,70224.7191011236,576648.9848471909,1289772.8131191013,0.005166145577602378,SH600000,浦发银行
2024-11-06,1277188.1199033707,70224.7191011236,578452.164847191,1289772.8131191013,0.009757294531039625,SH600000,浦发银行
2024-11-07,1302862.3152067414,70224.7191011236,580952.202847191,1302862.3152067414,0.0,SH600000,浦发银行
2024-11-08,1289173.4300044945,72824.7191011236,556556.7558471911,1302862.3152067414,0.010506778070463083,SH600000,浦发银行
2024-11-11,1260970.4853101126,93924.7191011236,348022.2156471911,1302862.3152067414,0.0321536891563107,SH600000,浦发银行
2024-11-12,1256757.140364045,86024.7191011236,425758.35384719115,1302862.3152067414,0.035387603359592394,SH600000,浦发银行
2024-11-13,1253166.4817910115,113024.7191011236,164738.43684719116,1302862.3152067414,0.0381435803581778,SH600000,浦发银行
2024-11-14,1255712.7153730341,70224.7191011236,578044.1760471913,1302862.3152067414,0.036189242165796706,SH600000,浦发银行
2024-11-15,1248787.3188719102,70224.7191011236,578843.4986471912,1302862.3152067414,0.04150476662321028,SH600000,浦发银行
2024-11-18,1271423.2150112363,82224.7191011236,463154.2262471913,1302862.3152067414,0.024130792508582424,SH600000,浦发银行
2024-11-19,1270458.6018471913,70224.7191011236,582958.6018471912,1302862.3152067414,0.024871172480269495,SH600000,浦发银行
2024-11-20,1263327.2737191014,96024.7191011236,330927.2512471912,1302862.3152067414,0.030344757865965664,SH600000,浦发银行
2024-11-21,1264238.0117101127,70224.7191011236,581653.7420471912,1302862.3152067414,0.02964572928836288,SH600000,浦发银行
2024-11-22,1248615.256325843,70224.7191011236,582884.9192471913,1302862.3152067414,0.04163683164962089,SH600000,浦发银行
2024-11-25,1234492.0898606745,91724.7191011236,378700.46064719127,1302862.3152067414,0.0524769383134839,SH600000,浦发银行
2024-11-26,1232855.981878652,70224.7191011236,579063.8470471912,1302862.3152067414,0.05373271796335644,SH600000,浦发银行
2024-11-27,1242565.2449707869,70224.7191011236,580346.1438471912,1302862.3152067414,0.04628046228076411,SH600000,浦发银行
2024-11-28,1243750.0149191013,70224.7191011236,580828.6666044947,1302862.3152067414,0.04537110299199966,SH600000,浦发银行
2024-11-29,1245527.341701124,70224.7191011236,581201.4990044947,1302862.3152067414,0.044006932149633395,SH600000,浦发银行
2024-12-02,1247816.719674158,59124.7191011236,686723.1354044948,1302862.3152067414,0.04224974112007282,SH600000,浦发银行
2024-12-03,1260478.6087303376,65024.7191011236,632990.0694044948,1302862.3152067414,0.03253122450600493,SH600000,浦发银行
2024-12-04,1269858.5876404499,56524.7191011236,718742.5764044948,1302862.3152067414,0.02533170787202826,SH600000,浦发银行
2024-12-05,1264480.626631461,70224.7191011236,587514.3344966297,1302862.3152067414,0.029459512434504533,SH600000,浦发银行
2024-12-06,1270843.7853775285,70224.7191011236,589664.0100966297,1302862.3152067414,0.024575528400429748,SH600000,浦发银行
2024-12-09,1268303.8560134836,97124.7191011236,330079.0694966297,1302862.3152067414,0.02652502784822203,SH600000,浦发银行
2024-12-10,1282420.9408876412,113124.7191011236,173798.69369662972,1302862.3152067414,0.01568958905366497,SH600000,浦发银行
2024-12-11,1264546.93264045,106424.7191011236,239676.88769662974,1302862.3152067414,0.029408619866490952,SH600000,浦发银行
2024-12-12,1281787.4320696634,70224.7191011236,592180.6904966297,1302862.3152067414,0.016175832926546663,SH600000,浦发银行
2024-12-13,1272575.3114134837,70224.7191011236,594204.5248966296,1302862.3152067414,0.02324651149991374,SH600000,浦发银行
2024-12-16,1273551.974757304,70224.7191011236,596585.6826224723,1302862.3152067414,0.02249688252345104,SH600000,浦发银行
2024-12-18,1267727.5114471915,70224.7191011236,597783.6912224723,1302862.3152067414,0.026967395824918538,SH600000,浦发银行
2024-12-19,1267275.5410561801,70224.7191011236,598033.9680224723,1302862.3152067414,0.027314301546064988,SH600000,浦发银行
2024-12-20,1270942.9064112364,101924.7191011236,294504.0974224724,1302862.3152067414,0.024499448961680968,SH600000,浦发银行
2024-12-23,1307392.5686966297,70224.7191011236,610061.1080224724,1307392.5686966297,0.0,SH600000,浦发银行
2024-12-24,1321896.5021168545,51124.7191011236,804003.0976224724,1321896.5021168545,0.0,SH600000,浦发银行
2024-12-25,1332694.223829214,44212.3595505618,875096.3024808995,1332694.223829214,0.0,SH600000,浦发银行
2024-12-26,1334193.1138337087,44012.3595505618,879105.3160808997,1334193.1138337087,0.0,SH600000,浦发银行
2024-12-27,1337029.23662472,52212.3595505618,796109.1916808997,1337029.23662472,0.0,SH600000,浦发银行
2024-12-30,1343353.824375282,48112.3595505618,839617.4198808998,1343353.824375282,0.0,SH600000,浦发银行
2024-12-31,1333626.7523303381,70224.7191011236,611014.3927797764,1343353.824375282,0.0072408861079227855,SH600000,浦发银行
2025-01-02,1322325.3122741585,77224.7191011236,540038.9077797764,1343353.824375282,0.015653740451368237,SH600000,浦发银行
2025-01-03,1317275.89733708,110824.7191011236,202379.22317977634,1343353.824375282,0.019412552795112958,SH600000,浦发银行
2025-01-06,1323479.4356561808,70224.7191011236,610698.5367797763,1343353.824375282,0.014794604636900974,SH600000,浦发银行
2025-01-07,1333053.8301483155,70224.7191011236,611845.9649797762,1343353.824375282,0.0076673725418219315,SH600000,浦发银行
2025-01-08,1336347.9324089899,70224.7191011236,613033.3256674167,1343353.824375282,0.005215224640872418,SH600000,浦发银行
2025-01-09,1330102.5311078662,70224.7191011236,614512.6434674168,1343353.824375282,0.009864335833917966,SH600000,浦发银行
2025-01-10,1325850.527961799,70224.7191011236,614474.1234674167,1343353.824375282,0.013029550440013742,SH600000,浦发银行
2025-01-13,1317811.8140786528,70224.7191011236,615564.6230674167,1343353.824375282,0.01901361341529468,SH600000,浦发银行
2025-01-14,1326753.2291348325,50724.7191011236,811390.0830674167,1343353.824375282,0.012357574705360691,SH600000,浦发银行
2025-01-15,1329835.7751146078,70224.7191011236,612841.3930921358,1343353.824375282,0.010062910467360122,SH600000,浦发银行
2025-01-16,1329327.8161146077,70224.7191011236,612333.4340921359,1343353.824375282,0.010441037950070238,SH600000,浦发银行
2025-01-17,1333851.2976606751,62624.7191011236,690695.4324921358,1343353.824375282,0.007073733324893758,SH600000,浦发银行
2025-01-20,1339515.9981707875,70224.7191011236,611285.6610921358,1343353.824375282,0.0028568990052038816,SH600000,浦发银行
2025-01-21,1339809.9543707874,70224.7191011236,611579.6172921358,1343353.824375282,0.002638076387762344,SH600000,浦发银行
2025-01-22,1315765.3562764055,75724.7191011236,556246.4236921358,1343353.824375282,0.020537007896416545,SH600000,浦发银行
2025-01-23,1337636.30542472,70224.7191011236,613619.4514921359,1343353.824375282,0.004256152658232754,SH600000,浦发银行
2025-01-24,1346512.01875281,54824.7191011236,776883.1872921359,1346512.01875281,0.0,SH600000,浦发银行
2025-02-05,1346593.5001348327,87024.7191011236,440666.1742921359,1346593.5001348327,0.0,SH600000,浦发银行
2025-02-06,1348822.755516855,70224.7191011236,616378.9352921359,1348822.755516855,0.0,SH600000,浦发银行
2025-02-07,1343500.288997754,70224.7191011236,617376.693492136,1348822.755516855,0.003946008841659513,SH600000,浦发银行
2025-02-10,1338895.6722606753,70224.7191011236,617687.807092136,1348822.755516855,0.007359813004026421,SH600000,浦发银行
2025-02-11,1341406.9978337092,70224.7191011236,618092.391092136,1348822.755516855,0.005497948231385058,SH600000,浦发银行
2025-02-12,1350729.2787348328,70224.7191011236,619689.9528921361,1350729.2787348328,0.0,SH600000,浦发银行
2025-02-13,1344106.9648247203,70224.7191011236,620090.1108921361,1350729.2787348328,0.00490276920354855,SH600000,浦发银行
2025-02-14,1352281.6135348328,60424.7191011236,723260.287692136,1352281.6135348328,0.0,SH600000,浦发银行
2025-02-17,1346149.8942426979,70224.7191011236,624942.0290741584,1352281.6135348328,0.0045343508561850555,SH600000,浦发银行
2025-02-18,1365154.3982359562,70224.7191011236,627794.8476741584,1365154.3982359562,0.0,SH600000,浦发银行
2025-02-19,1361518.9664898887,70224.7191011236,628372.8990741585,1365154.3982359562,0.002663018740418784,SH600000,浦发银行
2025-02-20,1358042.9507348328,70224.7191011236,628408.1192741585,1365154.3982359562,0.005209262417725632,SH600000,浦发银行
2025-02-21,1353107.6754247202,77324.7191011236,557436.3158741584,1365154.3982359562,0.008824439804613123,SH600000,浦发银行
2025-02-24,1347048.5438966306,105524.7191011236,269641.1618741585,1365154.3982359562,0.01326286196105132,SH600000,浦发银行
2025-02-25,1337169.2647955068,93424.7191011236,393579.60187415837,1365154.3982359562,0.02049961050311348,SH600000,浦发银行
2025-02-26,1346794.9455235966,70224.7191011236,631907.3050741584,1365154.3982359562,0.013448627302584655,SH600000,浦发银行
2025-02-27,1352897.3896696642,70224.7191011236,633796.2660741584,1365154.3982359562,0.00897847787922775,SH600000,浦发银行
2025-02-28,1349064.7797325854,70224.7191011236,634879.3864741584,1365154.3982359562,0.011785933169289635,SH600000,浦发银行
2025-03-03,1347540.878550563,70224.7191011236,634759.9796741584,1365154.3982359562,0.01290221802614655,SH600000,浦发银行
2025-03-04,1342704.8535955069,91324.7191011236,420325.1906741584,1365154.3982359562,0.016444692753770928,SH600000,浦发银行
2025-03-05,1355061.6870606754,67624.7191011236,661908.3162741584,1365154.3982359562,0.007393091351661462,SH600000,浦发银行
2025-03-06,1348449.4281685404,70224.7191011236,637073.0236741584,1365154.3982359562,0.012236689189883508,SH600000,浦发银行
2025-03-07,1348719.6329595516,70224.7191011236,636640.9812741583,1365154.3982359562,0.012038759350328037,SH600000,浦发银行
2025-03-10,1346290.2717955068,70224.7191011236,637020.6088741585,1365154.3982359562,0.013818309829881139,SH600000,浦发银行
2025-03-11,1346661.9945775291,70224.7191011236,635987.8372741584,1365154.3982359562,0.013546016247189938,SH600000,浦发银行
2025-03-12,1347836.434977529,70224.7191011236,637162.2776741583,1365154.3982359562,0.012685717660072197,SH600000,浦发银行
2025-03-13,1354849.5052876414,70224.7191011236,637152.8760741582,1365154.3982359562,0.00754851829333788,SH600000,浦发银行
2025-03-14,1370874.133907866,70224.7191011236,639132.560874158,1370874.133907866,0.0,SH600000,浦发银行
2025-03-17,1384190.533346068,62524.7191011236,721428.510874158,1384190.533346068,0.0,SH600000,浦发银行
2025-03-18,1387641.754510113,70224.7191011236,640450.743274158,1387641.754510113,0.0,SH600000,浦发银行
2025-03-19,1389026.5549011244,70224.7191011236,641133.2964741581,1389026.5549011244,0.0,SH600000,浦发银行
2025-03-20,1389941.8360921356,70224.7191011236,641346.330474158,1389941.8360921356,0.0,SH600000,浦发银行
2025-03-21,1381283.5358629224,70224.7191011236,646030.7268741583,1389941.8360921356,0.006229253630897448,SH600000,浦发银行
2025-03-24,1392504.0163370795,70224.7191011236,647419.7466741583,1392504.0163370795,0.0,SH600000,浦发银行
2025-03-25,1392210.3485370795,70224.7191011236,647126.0788741583,1392504.0163370795,0.00021089188724382832,SH600000,浦发银行
2025-03-26,1383139.7276629226,88724.7191011236,454191.9186741584,1392504.0163370795,0.006724783960615948,SH600000,浦发银行
2025-03-27,1390332.3793910125,70224.7191011236,649461.5928741584,1392504.0163370795,0.0015595193411214545,SH600000,浦发银行
2025-03-28,1382797.170889889,89824.7191011236,445027.10347415844,1392504.0163370795,0.00697078452435922,SH600000,浦发银行
2025-03-31,1382734.3326988774,70224.7191011236,650290.5124741584,1392504.0163370795,0.007015910563691406,SH600000,浦发银行
2025-04-01,1378148.0383707876,70224.7191011236,651322.1956741584,1392504.0163370795,0.010309469701965095,SH600000,浦发银行
2025-04-02,1386816.9266719113,70224.7191011236,652266.3648741584,1392504.0163370795,0.004084074155942355,SH600000,浦发银行
2025-04-03,1389968.215453934,66324.7191011236,694885.1592741584,1392504.0163370795,0.0018210366745051478,SH600000,浦发银行
2025-04-07,1332653.1934000014,118724.7191011236,186959.65407415852,1392504.0163370795,0.04298071835693015,SH600000,浦发银行
